Unnamed: 0,Model Unique Name,train_eng,answer_eng,GT
Promptist,Txt2Txt-HuggingFace-microsoft-Promptist,"Can you make this simple prompt, “a robot,” more expressive and optimized for generating images?","In these cases, I recommend the Promptist model. This model effectively expands simple keywords into highly polished prompts that take into account structure, style, and even context.","이런 경우에는 Promptist 모델을 추천할게. 이 모델은 단순한 키워드를 확장해서 구성과 스타일, 배경까지 고려한 완성도 높은 프롬프트로 바꿔주는 데 효과적이야."
FastSpeech2Conformer,Txt2Voice-HuggingFace-espnet-fastspeech2_conformer_with_hifigan,"Can you convert the sentence “Good morning, how can I help you?” into a warm, clear female voice?","In these cases, I recommend the FastSpeech2Conformer model. This model naturally generates a smooth and clear female voice, making it ideal for delivering guidance or welcoming messages.","이런 경우에는 FastSpeech2Conformer 모델을 추천할게. 이 모델은 부드럽고 또렷한 여성 음성을 자연스럽게 생성해줘서, 안내나 환영 메시지를 편안하게 전달하는 데 적합해."
FastSpeech2Conformer,Txt2Voice-HuggingFace-espnet-fastspeech2_conformer_with_hifigan,Please synthesize this text in a gentle and friendly female voice: “Welcome to the virtual assistant demo.”,"In these cases, I recommend the FastSpeech2Conformer model. This model effectively reproduces the natural flow and tone of a woman's voice, making it effective for smooth, AI-powered speech.","이런 경우에는 FastSpeech2Conformer 모델을 추천할게. 이 모델은 여성 음성의 자연스러운 흐름과 말투를 잘 재현해줘서, 인공지능 안내처럼 부드럽게 말하는 데 효과적이야."
FastSpeech2Conformer,Txt2Voice-HuggingFace-espnet-fastspeech2_conformer_with_hifigan,"I want this line, “The package has been delivered,” read in a calm, polite female tone.","In these cases, I recommend the FastSpeech2Conformer model. This model naturally produces a calm and polite female voice, making it perfect for delivering notifications or guidance messages.","이런 경우에는 FastSpeech2Conformer 모델을 추천할게. 이 모델은 차분하고 예의 바른 여성 음성을 자연스럽게 만들어줘서, 알림이나 안내 문구를 전달하는 데 딱이야."
OpenJourney v4,Txt2Img-HuggingFace-prompthero-openjourney-v4,"Please create a fantasy illustration of a dragon soaring through the sky with ethereal clouds, in a cinematic Midjourney-like style.","In this case, I recommend the OpenJourney v4 model. This model excels at capturing cinematic compositions and dreamlike atmospheres, making it ideal for creating scenes of dragons flying through the clouds with a MidJourney aesthetic.","이런 경우에는 OpenJourney v4 모델을 추천할게. 이 모델은 영화적인 구도와 몽환적인 분위기를 잘 표현해서, 구름 사이를 나는 용의 장면을 MidJourney 감성으로 멋지게 연출할 수 있어."
OpenJourney v4,Txt2Img-HuggingFace-prompthero-openjourney-v4,"Can you generate a majestic flying dragon scene with vibrant colors and a mystical atmosphere, like Midjourney images?","In this case, I recommend the OpenJourney v4 model. This model excels at rich color and delicate fantasy expression, allowing it to rhythmically depict majestic dragon wings and mystical sky scenes.","이런 경우에는 OpenJourney v4 모델을 추천할게. 이 모델은 풍부한 색감과 섬세한 판타지 표현에 강해서, 웅장한 용의 날개짓과 신비로운 하늘 장면을 리드미컬하게 그려줄 수 있어."
OpenJourney v4,Txt2Img-HuggingFace-prompthero-openjourney-v4,I’d like a Midjourney-style fantasy landscape with a dragon gliding above sunlit clouds.,"In this case, I recommend the OpenJourney v4 model. This model excels at delicately handling light and atmosphere, allowing you to artistically create fantastical scenes of dragons gliding above the clouds.","이런 경우에는 OpenJourney v4 모델을 추천할게. 이 모델은 빛과 분위기를 섬세하게 다루는 데 뛰어나서, 구름 위를 유영하는 용의 환상적인 풍경을 예술적으로 그려낼 수 있어."
Bark,Txt2Voice-HuggingFace-suno-bark,"Can you say this sentence with warmth and empathy? Something like, “Thanks so much, I really appreciate your help.”","In these cases, I recommend the Bark model. This model excels at naturally conveying empathetic emotional expressions through voice, making it effective for conveying warm and sincere speech.","이런 경우에는 Bark 모델을 추천할게. 이 모델은 공감이 느껴지는 감정 표현을 음성에 자연스럽게 담아내는 데 강점이 있어서, 따뜻하고 진심 어린 말투로 전달하는 데 효과적이야."
Bark,Txt2Voice-HuggingFace-suno-bark,"I want this line spoken in a calm, reassuring voice: “Don’t worry, everything will be fine.”","In this case, I recommend the Bark model. This model reproduces a smooth, stable tone well, allowing you to deliver sentences with a voice that provides comfort and trust to the listener.","이런 경우에는 Bark 모델을 추천할게. 이 모델은 부드럽고 안정적인 톤을 잘 재현해서, 듣는 사람에게 편안함과 신뢰감을 주는 음성으로 문장을 전달할 수 있어."
Bark,Txt2Voice-HuggingFace-suno-bark,"Could you read this message softly and kindly, as if comforting someone? “You’re doing your best, and that’s enough.”","In these cases, I recommend the Bark model. This model delicately reflects emotional nuances, making it ideal for generating voices with a soft tone that conveys comfort and empathy.","이런 경우에는 Bark 모델을 추천할게. 이 모델은 감정의 뉘앙스를 섬세하게 반영해서, 위로와 공감을 전하는 부드러운 말투로 음성을 생성하는 데 적합해."
Parakeet TDT,Voice2Txt-nvidia-parakeet-tdt-1.1b,"I’d like to convert a voice memo into text, but I speak a bit fast and casually. Can you still get an accurate transcription?","In these cases, I recommend the Parakeet TDT model. This model is effective at converting speech into text with high accuracy, even when the speech rate is fast or the tone is natural.",이런 경우에는 Parakeet TDT 모델을 추천할게. 이 모델은 말의 속도가 빠르거나 말투가 자연스러워도 높은 정확도로 텍스트로 바꿔주는 데 효과적이야.
Parakeet TDT,Voice2Txt-nvidia-parakeet-tdt-1.1b,"Please transcribe this short conversation into readable text, even if there are some unclear pronunciations.","In these cases, I recommend the Parakeet TDT model. This model recognizes a variety of pronunciations and intonations, allowing it to convert conversational speech into text naturally and accurately.","이런 경우에는 Parakeet TDT 모델을 추천할게. 이 모델은 다양한 발음과 억양을 잘 인식해서, 대화형 음성도 자연스럽고 정확하게 텍스트로 전환해줄 수 있어."
Parakeet TDT,Voice2Txt-nvidia-parakeet-tdt-1.1b,"Can this model handle spontaneous speech and still give back clean, accurate text?","In these cases, I recommend the Parakeet TDT model. This model reliably analyzes even impromptu and fast-paced speech, providing clean and reliable transcription results.","이런 경우에는 Parakeet TDT 모델을 추천할게. 이 모델은 즉흥적인 말투나 흐름이 빠른 말도 안정적으로 분석해서, 깔끔하고 신뢰도 높은 전사 결과를 제공해줘."
CLAIO-DeHaze,WeatherRemoval-CLAIO-DeHaze,Please clear the fog in this image and enhance the visibility of distant objects like buildings and trees.,"In these cases, I recommend the CLAIO-DeHaze model. This model effectively removes fog and haze from distant backgrounds, allowing for clearer restoration of objects like buildings and trees.","이런 경우에는 CLAIO-DeHaze 모델을 추천할게. 이 모델은 먼 거리 배경에 낀 안개나 뿌연 효과를 효과적으로 제거해서, 건물이나 나무 같은 객체를 더 선명하게 복원할 수 있어."
CLAIO-DeHaze,WeatherRemoval-CLAIO-DeHaze,"I want this photo to look less hazy and have better clarity, especially in the sky and mountains.","In these cases, I recommend the CLAIO-DeHaze model. This model sharpens and brightens blurry skies and mountains, helping to clear up the overall field of view in the photo.","이런 경우에는 CLAIO-DeHaze 모델을 추천할게. 이 모델은 흐릿하게 보이는 하늘이나 산을 더 또렷하고 밝게 만들어줘서, 사진 전체의 시야를 깨끗하게 정리하는 데 도움이 돼."
CLAIO-DeHaze,WeatherRemoval-CLAIO-DeHaze,Can you remove the mist in this landscape image and restore a clearer view of the background scenery?,"In these cases, I recommend the CLAIO-DeHaze model. This model specializes in naturally removing haze and fog from landscapes, resulting in clear, crisp backgrounds.","이런 경우에는 CLAIO-DeHaze 모델을 추천할게. 이 모델은 풍경 속 연무나 안개를 자연스럽게 제거해서, 배경 경치를 깨끗하고 선명하게 표현하는 데 특화되어 있어."
CLAIO-DeRain,WeatherRemoval-CLAIO-DeRain,I want to clear the rain streaks and water smears on this window photo so the view becomes crisp again.,"In these cases, I recommend the CLAIO-DeRain model. This model effectively removes raindrops and water droplets from windows, restoring clear, hazy vision.","이런 경우에는 CLAIO-DeRain 모델을 추천할게. 이 모델은 창문 위에 맺힌 빗자국이나 물방울 번짐을 자연스럽게 제거해서, 뿌연 시야를 선명하게 복원하는 데 효과적이야."
CLAIO-DeRain,WeatherRemoval-CLAIO-DeRain,This street photo is blurry because of rain. Can you clean it up so the people and cars are more visible?,"In these cases, I recommend the CLAIO-DeRain model. This model reduces blur and blur caused by rain, allowing for the clear restoration of blurred objects, such as people or vehicles on the street.","이런 경우에는 CLAIO-DeRain 모델을 추천할게. 이 모델은 비로 인한 흐림이나 화면 번짐을 줄여줘서, 거리의 인물이나 차량처럼 흐려진 객체들을 또렷하게 복원할 수 있어."
CLAIO-DeRain,WeatherRemoval-CLAIO-DeRain,Could you help restore this rainy image to make the background scenery sharper and free of drops?,"In these cases, I recommend the CLAIO-DeRain model. This model naturally restores the original background even when obscured by raindrops, resulting in a cleaner, clearer overall image.","이런 경우에는 CLAIO-DeRain 모델을 추천할게. 이 모델은 빗방울로 가려진 장면도 원래의 배경을 자연스럽게 복원해줘서, 이미지 전체를 더 깔끔하고 선명하게 표현할 수 있어."
CLAIO-DeSnow,WeatherRemoval-CLAIO-DeSnow,The snow in this photo covers the subject’s face and background. Can you restore the scene clearly?,"In these cases, I recommend the CLAIO-DeSnow model. This model specializes in restoring people and backgrounds obscured by snow, making even blurry scenes clear.","이런 경우에는 CLAIO-DeSnow 모델을 추천할게. 이 모델은 눈발로 가려진 인물과 배경을 깨끗하게 복원해주는 데 특화되어 있어서, 흐릿한 장면도 또렷하게 표현할 수 있어."
CLAIO-DeSnow,WeatherRemoval-CLAIO-DeSnow,Please remove the snow particles and smudges from this portrait so the details come through more clearly.,"In these cases, I recommend the CLAIO-DeSnow model. This model naturally restores details blurred by snow, allowing you to bring out the subject's expressions and background elements more clearly.","이런 경우에는 CLAIO-DeSnow 모델을 추천할게. 이 모델은 눈으로 인해 흐려진 사진 속 디테일을 자연스럽게 복원해줘서, 인물의 표정이나 배경 요소를 더욱 뚜렷하게 살릴 수 있어."
CLAIO-DeSnow,WeatherRemoval-CLAIO-DeSnow,Can you clean up the snow distortion in this winter photo so the building and people appear sharpe,"In these cases, I recommend the CLAIO-DeSnow model. This model precisely compensates for snow-covered areas in winter scenes, effectively reproducing structures and people with clarity and sharpness.","이런 경우에는 CLAIO-DeSnow 모델을 추천할게. 이 모델은 겨울 장면에서 눈이 덮은 부분을 정밀하게 보정해줘서, 구조물과 인물을 깨끗하고 선명하게 되살리는 데 효과적이야."
CTSDG - CelebA,Inpainting-CTSDG-CelebA,This portrait has blurred facial parts. Can you restore them while keeping the original identity intact?,"In these cases, I recommend the CTSDG - CelebA model. This model is effective at naturally restoring blurred or obscured facial features while preserving the subject's original features.",이런 경우에는 CTSDG - CelebA 모델을 추천할게. 이 모델은 인물의 원래 특징을 유지하면서 흐릿하거나 가려진 얼굴 부위를 자연스럽게 복원해주는 데 효과적이야.
CTSDG - CelebA,Inpainting-CTSDG-CelebA,Please reconstruct the missing part of the face so it blends well with the rest and maintains symmetry.,"In these cases, I recommend the CTSDG-CelebA model. This model excels at balancing the left and right sides of the face and creating a natural connection, allowing it to restore damaged areas without any sense of incongruity.","이런 경우에는 CTSDG - CelebA 모델을 추천할게. 이 모델은 얼굴의 좌우 균형과 자연스러운 연결에 강점이 있어서, 손상된 부위도 이질감 없이 잘 이어지도록 복원해줄 수 있어."
CTSDG - CelebA,Inpainting-CTSDG-CelebA,Can you fill in the masked facial region so that the restored features align with the person’s original structure?,"In these cases, I recommend the CTSDG-CelebA model. This model restores key features like the eyes, nose, and mouth by considering their position and proportions, allowing for a natural reconstruction that matches the original facial shape.","이런 경우에는 CTSDG - CelebA 모델을 추천할게. 이 모델은 눈, 코, 입 같은 주요 부위의 위치와 비율을 고려해서 복원하기 때문에, 원래 얼굴 형태에 어울리게 자연스럽게 재구성할 수 있어."
CTSDG - Paris,Inpainting-CTSDG-Paris,This old building has cracks and missing window frames. Can you restore them to match the original design?,"In these cases, I recommend the CTSDG-Paris model. This model analyzes the style of an old building and can naturally restore damaged areas, allowing it to be restored to a state that blends well with the original design.","이런 경우에는 CTSDG - Paris 모델을 추천할게. 이 모델은 오래된 건물의 양식을 분석해 손상된 부분을 자연스럽게 복원할 수 있어서, 원래 디자인과 잘 어울리게 되살릴 수 있어."
CTSDG - Paris,Inpainting-CTSDG-Paris,I’d like to fix broken parts of this historic facade so the repaired sections blend seamlessly with the original stonework.,"In these cases, I recommend the CTSDG - Paris model. This model takes into account surrounding materials and shapes when restoring, so the stone walls and wall restorations blend seamlessly without any sense of incongruity.","이런 경우에는 CTSDG - Paris 모델을 추천할게. 이 모델은 주변 재질과 형태를 고려해서 복원해주기 때문에, 돌담이나 벽면 복원이 이질감 없이 잘 어우러지게 표현돼."
CTSDG - Paris,Inpainting-CTSDG-Paris,Please reconstruct the missing window and cracked wall in this photo so it matches the neighboring architecture.,"In these cases, I recommend the CTSDG-Paris model. This model learns the architectural style and surrounding structures, making it ideal for restoring damaged windows and walls to ensure they connect seamlessly.","이런 경우에는 CTSDG - Paris 모델을 추천할게. 이 모델은 건축물의 스타일과 주변 구조를 학습해서, 결손된 창문이나 벽면도 자연스럽게 연결되도록 복원하는 데 적합해."
CTSDG - Places2,Inpainting-CTSDG-Places2,"This landscape photo has a masked area. Can you fill it in with matching scenery, like continuing the forest and sky?","In these cases, I recommend the CTSDG-Places2 model. This model learns the textures and patterns of the surrounding background, effectively restoring landscape elements like trees and the sky in a natural, seamless manner.","이런 경우에는 CTSDG - Places2 모델을 추천할게. 이 모델은 주변 배경의 질감과 패턴을 학습해서, 나무나 하늘 같은 풍경 요소를 자연스럽게 이어지게 복원하는 데 효과적이야."
CTSDG - Places2,Inpainting-CTSDG-Places2,I’d like to restore a cut-off part of a mountain landscape so that it blends smoothly into the original scene.,"In these cases, I recommend the CTSDG - Places2 model. This model excels at naturally expanding large natural backgrounds like mountains and fields, allowing it to seamlessly fill in cropped areas.","이런 경우에는 CTSDG - Places2 모델을 추천할게. 이 모델은 산이나 들판처럼 넓은 자연 배경을 자연스럽게 확장시켜주는 데 강점이 있어서, 잘린 부분도 어색하지 않게 채워줄 수 있어."
CTSDG - Places2,Inpainting-CTSDG-Places2,Please fill in the blocked region of this scenic image so the sky and terrain flow naturally.,"In these cases, I recommend the CTSDG - Places2 model. This model excels at smoothly connecting occluded areas with the surrounding landscape by considering the connectivity between the sky and terrain. This allows the entire scene to appear seamless and uninterrupted.",이런 경우에는 CTSDG - Places2 모델을 추천할게. 이 모델은 하늘과 지형의 연결성을 고려해서 가려진 부분을 주변 풍경과 부드럽게 이어주는 데 뛰어나. 덕분에 전체 장면이 끊김 없이 매끄럽게 보일 수 있어.
MISF - CelebA,Inpainting-MISF-CelebA,Can you reconstruct the damaged parts of a face—like the eyes or mouth—so they blend well with the original structure?,"In these cases, I recommend the MISF-CelebA model. This model restores damaged areas of the face in harmony with surrounding features, allowing areas like the eyes and mouth to be connected naturally and without any sense of incongruity.","이런 경우에는 MISF - CelebA 모델을 추천할게. 이 모델은 얼굴의 손상된 부분을 주변 특징과 조화롭게 복원해줘서, 눈이나 입 같은 부위도 이질감 없이 자연스럽게 연결할 수 있어."
MISF - CelebA,Inpainting-MISF-CelebA,I want to fix missing features in a face photo. Can you do it without making the result look unnatural?,"In these cases, I recommend the MISF-CelebA model. This model seamlessly connects the original image without unnatural borders during facial restoration, making it ideal for creating seamless results.","이런 경우에는 MISF - CelebA 모델을 추천할게. 이 모델은 얼굴 복원 시 부자연스러운 경계 없이 원래 이미지처럼 매끄럽게 연결해줘서, 이질감 없는 결과물을 만들기에 적합해."
MISF - CelebA,Inpainting-MISF-CelebA,Please restore the facial details in this portrait while keeping it smooth and visually consistent.,"In these cases, I recommend the MISF - CelebA model. This model excels at smoothly reconstructing the details of portraits, ensuring the restored face blends naturally with the overall impression.","이런 경우에는 MISF - CelebA 모델을 추천할게. 이 모델은 인물 사진의 세부 요소들을 부드럽게 재구성하는 데 뛰어나서, 복원된 얼굴도 전체적인 인상과 자연스럽게 어우러질 수 있어."
MISF - Places2,Inpainting-MISF-Places2,Please fix the missing parts of this outdoor scenery so that the trees and buildings look continuous and complete.,"In these cases, I recommend the MISF-Places2 model. This model seamlessly connects natural landscapes with urban backgrounds, allowing even disconnected trees and buildings to be restored to their original appearance.","이런 경우에는 MISF - Places2 모델을 추천할게. 이 모델은 자연 경관과 도시 배경을 부드럽게 연결해줘서, 끊긴 나무나 건물도 원래 풍경처럼 자연스럽게 복원할 수 있어."
MISF - Places2,Inpainting-MISF-Places2,Can you inpaint the damaged area in this landscape so the sky and background blend without visible seams?,"In these cases, I recommend the MISF-Places2 model. This model effectively connects background elements like the sky and terrain, allowing the restored scene to flow naturally and seamlessly.","이런 경우에는 MISF - Places2 모델을 추천할게. 이 모델은 하늘이나 지형 같은 배경 요소의 흐름을 잘 이어주기 때문에, 복원된 장면이 어색하지 않고 자연스럽게 이어질 수 있어."
MISF - Places2,Inpainting-MISF-Places2,This scenic image has a hole in the middle. Can you reconstruct it with natural continuation of the scenery?,"In these cases, I recommend the MISF-Places2 model. This model effectively restores the natural flow of the landscape by considering the overall structure of the scene and filling in damaged areas to blend in with the surroundings.","이런 경우에는 MISF - Places2 모델을 추천할게. 이 모델은 장면의 전체 구조를 고려해 손상된 부분을 주변과 잘 어우러지게 채워줘서, 풍경의 흐름을 자연스럽게 되살리는 데 효과적이야."
ResShift Face,Inpainting-ResShift-Face,This face is partially covered. Can you recover the missing area so the expression feels smooth and realistic?,"In these cases, I recommend the MISF-Places2 model. This model effectively restores the natural flow of the landscape by considering the overall structure of the scene and filling in damaged areas to blend in with the surroundings.","이런 경우에는 ResShift Face 모델을 추천할게. 이 모델은 감정 표현과 피부 흐름을 고려해 얼굴의 결손 부위를 자연스럽게 복원해줘서, 전체 인상이 어색하지 않게 이어질 수 있어."
ResShift Face,Inpainting-ResShift-Face,Please inpaint this blurred-out face with realistic skin detail and symmetrical structure.,"In these cases, I recommend the ResShift Face model. This model excels at symmetry and detail, allowing it to accurately restore even blurry faces in high resolution, matching them well with the original face.","이런 경우에는 ResShift Face 모델을 추천할게. 이 모델은 대칭성과 디테일에 강점이 있어서, 흐릿한 얼굴도 고해상도로 정밀하게 복원하고 원래 얼굴과 잘 어울리게 만들어줘."
ResShift Face,Inpainting-ResShift-Face,I need to restore the occluded part of this face image while keeping the skin tone and expression consistent.,"In these cases, I recommend the ResShift Face model. This model is effective at restoring occluded faces cleanly and at high resolution while maintaining natural connections between skin tone and facial expressions.","이런 경우에는 ResShift Face 모델을 추천할게. 이 모델은 피부 톤과 표정의 연결을 자연스럽게 유지하면서, 가려진 얼굴을 고해상도로 깔끔하게 복원하는 데 효과적이야."
Instruct Pix2Pix,ImgTxt2Img-HuggingFace-timbrooks-instruct-pix2pix,Can you turn the red apple on the plate into a slice of cake instead?,"In this case, I recommend the Instruct Pix2Pix model. This model excels at seamlessly transforming specific elements within an image into other elements, making it ideal for tasks like transforming an apple into a piece of cake.","이런 경우에는 Instruct Pix2Pix 모델을 추천할게. 이 모델은 이미지 안의 특정 요소를 다른 것으로 자연스럽게 바꿔주는 데 강점이 있어서, 사과를 케이크 조각으로 바꾸는 작업도 매끄럽게 처리할 수 있어."
Instruct Pix2Pix,ImgTxt2Img-HuggingFace-timbrooks-instruct-pix2pix,I’d like to remove the lamp and replace it with a potted plant on the same table.,"In these cases, I recommend the Instruct Pix2Pix model. This model intuitively modifies images based on user instructions, making it easy to accommodate requests like changing a light source into a flower pot.","이런 경우에는 Instruct Pix2Pix 모델을 추천할게. 이 모델은 사용자의 지시에 따라 이미지를 직관적으로 수정해줘서, 조명을 화분으로 바꾸는 요청도 자연스럽게 반영할 수 있어."
Instruct Pix2Pix,ImgTxt2Img-HuggingFace-timbrooks-instruct-pix2pix,Please change the sunset sky in this photo to a clear blue afternoon sky.,"In these cases, I recommend the Instruct Pix2Pix model. This model specializes in changing the mood or background of a scene with just a few sentences, making it easy to handle edits like sky color or time of day.","이런 경우에는 Instruct Pix2Pix 모델을 추천할게. 이 모델은 장면의 분위기나 배경을 문장 지시만으로 바꿔주는 데 특화되어 있어서, 하늘 색이나 시간대 변경 같은 편집도 부드럽게 처리할 수 있어."
DeepHDRR,HDR-DeepHDRR,Can you enhance this outdoor photo to make the sky and sunlight pop with HDR clarity?,"In these cases, I recommend the DeepHDRR model. This model vividly captures bright skies and sunlight in outdoor scenes using HDR, making the overall atmosphere more vivid.","이런 경우에는 DeepHDRR 모델을 추천할게. 이 모델은 야외 장면에서 밝은 하늘이나 햇살을 HDR 방식으로 또렷하게 살려줘서, 전체적인 분위기를 더 생동감 있게 만들어줄 수 있어."
DeepHDRR,HDR-DeepHDRR,I want to fix this photo where the background is washed out and the subject looks too dark. Can you apply HDR?,"In these cases, I recommend the DeepHDRR model. This model naturally adjusts the exposure difference between dark subjects and bright backgrounds, effectively preserving even details.","이런 경우에는 DeepHDRR 모델을 추천할게. 이 모델은 어두운 피사체와 밝은 배경 사이의 노출 차이를 자연스럽게 조정해줘서, 디테일을 고르게 살리는 데 효과적이야."
DeepHDRR,HDR-DeepHDRR,This picture lacks contrast and detail due to harsh sunlight. Can HDR help recover the texture?,"In these cases, I recommend the DeepHDRR model. This model uses HDR compensation to restore details lost under strong sunlight, helping to express textures and contrast more clearly.","이런 경우에는 DeepHDRR 모델을 추천할게. 이 모델은 강한 햇빛 아래에서 생긴 디테일 손실도 HDR 보정으로 복원해서, 텍스처와 명암을 더 뚜렷하게 표현하는 데 도움이 돼."
ResShift FaceReplacement,FaceReplacement-ResShift,Can you swap the face from this second image into the group photo without making it look fake?,"In such cases, I recommend the ResShift FaceReplacement model. This model can precisely replace faces in photos with multiple people, while naturally synthesizing them according to the lighting and background.",이런 경우에는 ResShift FaceReplacement 모델을 추천할게. 이 모델은 여러 명이 등장하는 사진에서도 얼굴을 정밀하게 교체하면서도 조명과 배경에 맞게 자연스럽게 합성할 수 있어
ResShift FaceReplacement,FaceReplacement-ResShift,"I want to replace a smiling face from another portrait onto this serious photo, while keeping it realistic and consistent.","In these cases, I recommend the ResShift FaceReplacement model. This model accurately matches facial expressions and surface textures, allowing it to synthesize faces with different emotions naturally and without awkwardness.","이런 경우에는 ResShift FaceReplacement 모델을 추천할게. 이 모델은 표정이나 표면 질감을 잘 맞춰서, 다른 감정의 얼굴도 어색함 없이 자연스럽게 합성해줄 수 있어."
ResShift FaceReplacement,FaceReplacement-ResShift,"Please insert the face from this selfie into a formal portrait, while matching the lighting and facial angle.","In these cases, I recommend the ResShift FaceReplacement model. This model effectively adjusts facial orientation, lighting, and contrast, effectively inserting faces extracted from selfies into formal photos.","이런 경우에는 ResShift FaceReplacement 모델을 추천할게. 이 모델은 얼굴 방향, 조명, 명암 등을 잘 맞춰서, 셀카에서 추출한 얼굴을 격식 있는 사진에 자연스럽게 삽입하는 데 효과적이야."
Low Light Enhancement,Enhancement-low-light-img-enhancer,This picture was taken at night and looks very dim. Can you enhance it so the subject is clearly visible?,"In these cases, I recommend the Low Light Enhancement model. This model is effective at naturally illuminating night scenes or low-light scenes while clearly highlighting the subject.",이런 경우에는 Low Light Enhancement 모델을 추천할게. 이 모델은 야간 촬영이나 빛이 부족한 장면을 자연스럽게 밝히면서 피사체를 또렷하게 드러내는 데 효과적이야.
Low Light Enhancement,Enhancement-low-light-img-enhancer,I’d like to fix this dark photo without making it look overexposed or grainy. Can you do that?,"In these cases, I recommend the Low Light Enhancement model. This model naturally preserves details and textures without overexposure while adjusting brightness, allowing you to cleanly retouch your photos.","이런 경우에는 Low Light Enhancement 모델을 추천할게. 이 모델은 밝기를 조절하면서도 과도한 노출 없이 디테일과 질감을 자연스럽게 살려줘서, 사진을 깔끔하게 보정할 수 있어."
Low Light Enhancement,Enhancement-low-light-img-enhancer,Can you enhance the brightness and clarity of this indoor photo taken in poor lighting?,"In these cases, I recommend the Low Light Enhancement model. This model sharpens images even in low-light situations like indoors, making blurry scenes more vivid.","이런 경우에는 Low Light Enhancement 모델을 추천할게. 이 모델은 실내처럼 조명이 약한 상황에서도 이미지를 선명하게 보정해줘서, 흐릿했던 장면을 더 뚜렷하게 만들 수 있어."
INR - HAdobe5K,Harmonization-INR-RAW-HAdobe5K,This portrait looks edited because the person doesn’t match the background lighting. Can you fix that?,"In this case, I recommend the INR-HAdobe5K model. This model naturally matches the lighting of the subject and background, transforming photos that appear composited into a single scene.","이런 경우에는 INR - HAdobe5K 모델을 추천할게. 이 모델은 인물과 배경의 조명을 자연스럽게 맞춰줘서, 합성처럼 보이던 사진도 하나의 장면처럼 보이게 만들어줄 수 있어."
INR - HAdobe5K,Harmonization-INR-RAW-HAdobe5K,The subject in this photo looks like it was pasted in. Can you adjust the tones so it blends in better?,"In this case, I recommend the INR-HAdobe5K model. This model adjusts hue and saturation to reduce the sense of separation between the foreground and background, helping them blend together as a single scene.","이런 경우에는 INR - HAdobe5K 모델을 추천할게. 이 모델은 색조와 채도를 조절해 전경과 배경이 따로 노는 느낌을 줄여주고, 하나의 장면처럼 조화를 이루도록 도와줘."
INR - HAdobe5K,Harmonization-INR-RAW-HAdobe5K,Can you help harmonize this image so the inserted object doesn’t stand out unnaturally from the scene?,"In this case, I recommend the INR-HAdobe5K model. This model adjusts the color and brightness of the inserted object to blend in with its surroundings, helping the entire scene blend seamlessly.","이런 경우에는 INR - HAdobe5K 모델을 추천할게. 이 모델은 삽입된 객체가 주변 환경과 잘 어울리도록 색상과 밝기를 조정해줘서, 전체 장면이 자연스럽게 연결되는 데 도움이 돼."
INR - iHarmony4,Harmonization-INR-RAW-iHarmony4,Can you fine-tune the tones so the inserted object doesn’t stand out too much from the background?,"In these cases, I recommend the INR - iHarmony4 model. This model precisely matches the foreground's hue and contrast with the background, allowing the inserted object to blend naturally.","이런 경우에는 INR - iHarmony4 모델을 추천할게. 이 모델은 전경의 색조와 명암을 배경과 정밀하게 맞춰서, 삽입된 객체가 자연스럽게 어우러지도록 만들어줄 수 있어."
INR - iHarmony4,Harmonization-INR-RAW-iHarmony4,This photo looks like the person and background don’t match. Can you fix the lighting and color balance?,"In this case, I recommend the INR - iHarmony4 model. This model finely adjusts the lighting and colors of the subject and background, helping them blend together to create a single, seamless photo.","이런 경우에는 INR - iHarmony4 모델을 추천할게. 이 모델은 인물과 배경의 조명과 색상을 세밀하게 조정해서, 두 요소가 하나의 사진처럼 잘 어울리도록 도와줘."
INR - iHarmony4,Harmonization-INR-RAW-iHarmony4,"The object was pasted into the scene, but it looks a bit off. Can you make it blend more realistically?","In these cases, I recommend the INR-iHarmony4 model. This model precisely matches foreground elements with the background, creating a smooth, harmonious blend that avoids the appearance of synthetic elements.","이런 경우에는 INR - iHarmony4 모델을 추천할게. 이 모델은 전경 요소를 배경의 분위기와 정밀하게 일치시켜줘서, 합성 티가 나지 않도록 부드럽게 조화롭게 만들어줄 수 있어."
INR - Res256 iHarmony4,Harmonization-INR-Res256-iHarmony4,"In this low-resolution image, the pasted object looks unnatural. Can you make the composition more unified?","In these cases, I recommend the INR-Res256 iHarmony4 model. This model delicately adjusts color and brightness even in low-resolution images, helping the composited elements blend naturally with their surroundings.","이런 경우에는 INR - Res256 iHarmony4 모델을 추천할게. 이 모델은 해상도가 낮은 이미지에서도 색감과 밝기를 섬세하게 조정해줘서, 합성된 요소가 주변과 자연스럽게 어우러지도록 도와줘."
INR - Res256 iHarmony4,Harmonization-INR-Res256-iHarmony4,Can you harmonize this 256px image so the inserted foreground doesn’t look out of place?,"In these cases, I recommend the INR-Res256 iHarmony4 model. This model effectively balances the foreground and background, even in small images, resulting in visually seamless results.","이런 경우에는 INR - Res256 iHarmony4 모델을 추천할게. 이 모델은 작은 이미지에서도 전경이 배경과 잘 어울리도록 조화롭게 보정해줘서, 시각적으로 이질감 없는 결과를 얻는 데 효과적이야."
